Gene	Granule	Basket	Astrocyte	Oligo	OPC
C1QB	8580.25	8452.125	2795.625	9011.625	8673.875
EPHA8	3436.75	3302.25	4231.75	3910.125	3554.75
C1QC	3436.75	3302.25	4231.75	3910.125	3554.75
MIR6127	3436.75	3302.25	4231.75	3910.125	3554.75
C1QA	8503.375	8373.625	3128.125	8919.875	8592.25
MIR4684	3436.75	3302.25	4231.75	3910.125	3554.75
MIR4253	3436.75	3302.25	4231.75	3910.125	3554.75
C1orf234	3436.75	3302.25	4231.75	3910.125	3554.75
MIR4419A	3436.75	3302.25	4231.75	3910.125	3554.75
LACTBL1	3436.75	3302.25	4231.75	3910.125	3554.75
MIR3115	3436.75	3302.25	4231.75	3910.125	3554.75
HTR1D	3436.75	3302.25	4231.75	3910.125	3554.75
LUZP1	14282.25	751.875	8908.25	14442.75	14182.5
LINC01355	7277.5	19049.5	14479.375	1539.375	24931.875
ZNF436-AS1	14549.625	14025.125	7303.125	1919.875	14641.625
ZNF436	3436.75	3302.25	4231.75	3910.125	3554.75
TCEA3	13814.75	13691.5	3569.875	14183.5	7260
LOC101928163	3436.75	3302.25	4231.75	3910.125	3554.75
ID3	3436.75	3302.25	4231.75	3910.125	3554.75
E2F2	3436.75	3302.25	4231.75	3910.125	3554.75
RPL11	13967.875	19502.75	6993.875	1067.5	19411.5
MDS2	3436.75	3302.25	4231.75	3910.125	3554.75
PITHD1	18841.125	7678.75	18876.75	3358.5	13655.75
HMGCL	13447.5	13300.875	9191.75	13784.625	2299.875
GALE	3436.75	3302.25	4231.75	3910.125	3554.75
TCEB3	14218.125	14108.25	7373.125	2035.875	14308
LYPLA2	3436.75	3302.25	4231.75	3910.125	3554.75
TCEB3-AS1	13438.375	13294.875	9205	2341.75	13468.875
SRSF10	1951.625	24747.125	13806.875	13625	8371.75
CNR2	3436.75	3302.25	4231.75	3910.125	3554.75
PNRC2	1886.875	14183	7370	14319.5	24447.75
MIR378F	3436.75	3302.25	4231.75	3910.125	3554.75
MYOM3	3436.75	3302.25	4231.75	3910.125	3554.75
IL22RA1	3436.75	3302.25	4231.75	3910.125	3554.75
IFNLR1	3436.75	3302.25	4231.75	3910.125	3554.75
LOC284632	3436.75	3302.25	4231.75	3910.125	3554.75
GRHL3	3436.75	3302.25	4231.75	3910.125	3554.75
NIPAL3	843.375	14860.25	15257	6979.75	14870.625
RCAN3AS	3436.75	3302.25	4231.75	3910.125	3554.75
LOC100506985	3436.75	3302.25	4231.75	3910.125	3554.75
NCMAP	3436.75	3302.25	4231.75	3910.125	3554.75
SRRM1	19429.625	26054	7384.25	492.875	13825.25
MIR4425	3436.75	3302.25	4231.75	3910.125	3554.75
MIR6731	3436.75	3302.25	4231.75	3910.125	3554.75
RSRP1	19335.375	25913.875	6276.75	6377.875	13614
SYF2	8977.375	8868.125	9619.375	9419.375	1053.375
RHCE	3436.75	3302.25	4231.75	3910.125	3554.75
TMEM50A	2491.875	8753.625	9278.25	9057	8730.25
TMEM57	673.75	8225.625	25043	19365.875	14001
SEPN1	19419.375	1275.75	12772.625	19560.125	14034.5
STMN1	19873	7502.125	19959.625	918.75	14136.25
AUNIP	3436.75	3302.25	4231.75	3910.125	3554.75
MIR3917	3436.75	3302.25	4231.75	3910.125	3554.75
PAQR7	8547.5	8418.625	2946.75	8967.125	8634.375
EXTL1	3436.75	3302.25	4231.75	3910.125	3554.75
TRIM63	3436.75	3302.25	4231.75	3910.125	3554.75
PAFAH2	3436.75	3302.25	4231.75	3910.125	3554.75
SLC30A2	3436.75	3302.25	4231.75	3910.125	3554.75
PDIK1L	3436.75	3302.25	4231.75	3910.125	3554.75
CATSPER4	3436.75	3302.25	4231.75	3910.125	3554.75
FAM110D	3436.75	3302.25	4231.75	3910.125	3554.75
CNKSR1	3436.75	3302.25	4231.75	3910.125	3554.75
ZNF593	3436.75	3302.25	4231.75	3910.125	3554.75
UBXN11	3436.75	3302.25	4231.75	3910.125	3554.75
CD52	3436.75	3302.25	4231.75	3910.125	3554.75
SH3BGRL3	19751.375	6501.875	13245.25	7118.5	20343.125
LOC101928303	3436.75	3302.25	4231.75	3910.125	3554.75
CEP85	3436.75	3302.25	4231.75	3910.125	3554.75
LIN28A	3436.75	3302.25	4231.75	3910.125	3554.75
ZNF683	3436.75	3302.25	4231.75	3910.125	3554.75
DHDDS	250.875	14729.625	19159.75	19643.375	8242.625
LOC101928324	3436.75	3302.25	4231.75	3910.125	3554.75
RPS6KA1	3436.75	3302.25	4231.75	3910.125	3554.75
MIR1976	3436.75	3302.25	4231.75	3910.125	3554.75
ZDHHC18	3436.75	3302.25	4231.75	3910.125	3554.75
PIGV	13720.5	13592	2602	8155.875	13772.125
SFN	3436.75	3302.25	4231.75	3910.125	3554.75
NUDC	3436.75	3302.25	4231.75	3910.125	3554.75
KDF1	3436.75	3302.25	4231.75	3910.125	3554.75
GPN2	3436.75	3302.25	4231.75	3910.125	3554.75
GPATCH3	3436.75	3302.25	4231.75	3910.125	3554.75
NR0B2	3436.75	3302.25	4231.75	3910.125	3554.75
FAM46B	3436.75	3302.25	4231.75	3910.125	3554.75
TMEM222	3436.75	3302.25	4231.75	3910.125	3554.75
FCN3	3436.75	3302.25	4231.75	3910.125	3554.75
SYTL1	3436.75	3302.25	4231.75	3910.125	3554.75
MAP3K6	3436.75	3302.25	4231.75	3910.125	3554.75
ACTG1P20	3436.75	3302.25	4231.75	3910.125	3554.75
CD164L2	3436.75	3302.25	4231.75	3910.125	3554.75
WASF2	19250.625	19130.5	1635.625	13706.125	8113.75
FGR	3436.75	3302.25	4231.75	3910.125	3554.75
AHDC1	13761.375	13710.875	8321.5	23827.75	2447.625
FAM76A	3436.75	3302.25	4231.75	3910.125	3554.75
IFI6	14448.75	14346.25	13915.875	8017.625	514.875
THEMIS2	3436.75	3302.25	4231.75	3910.125	3554.75
RPA2	3436.75	3302.25	4231.75	3910.125	3554.75
PPP1R8	8921	8801.375	9577.875	1570.125	9023.875
SCARNA1	3436.75	3302.25	4231.75	3910.125	3554.75
XKR8	3436.75	3302.25	4231.75	3910.125	3554.75
SMPDL3B	3436.75	3302.25	4231.75	3910.125	3554.75
ATPIF1	19024.875	7293	13661.625	905.625	26287.875
DNAJC8	8675.75	8544.75	9326	2558.375	8772
SESN2	3436.75	3302.25	4231.75	3910.125	3554.75
MED18	3436.75	3302.25	4231.75	3910.125	3554.75
SNORA73A	3436.75	3302.25	4231.75	3910.125	3554.75
SNORA73B	3436.75	3302.25	4231.75	3910.125	3554.75
RCC1	3436.75	3302.25	4231.75	3910.125	3554.75
SNHG3	3436.75	3302.25	4231.75	3910.125	3554.75
RNU11	908.25	14282.5	8145.375	14534	14263.875
SNORD99	3436.75	3302.25	4231.75	3910.125	3554.75
TAF12	8393.125	8253.625	9005	3741	8472.375
SNORA44	3436.75	3302.25	4231.75	3910.125	3554.75
SNORA16A	3436.75	3302.25	4231.75	3910.125	3554.75
SNHG12	7974.875	14708	797.75	14264.125	19594
RAB42	3436.75	3302.25	4231.75	3910.125	3554.75
SNORA61	3436.75	3302.25	4231.75	3910.125	3554.75
YTHDF2	3436.75	3302.25	4231.75	3910.125	3554.75
SRSF4	13621.875	19705.625	13518.75	2135	13617.25
TMEM200B	3436.75	3302.25	4231.75	3910.125	3554.75
PTPRU	3436.75	3302.25	4231.75	3910.125	3554.75
LOC101928460	3436.75	3302.25	4231.75	3910.125	3554.75
MATN1	8686.625	8558.375	9334.25	2515.25	8777.5
MATN1-AS1	8794.25	8662.75	9449	2062.25	8893.75
LAPTM5	3436.75	3302.25	4231.75	3910.125	3554.75
MIR4420	3436.75	3302.25	4231.75	3910.125	3554.75
SDC3	25687.375	14088.75	8783.875	13450.25	621.75
SNORD103A	3436.75	3302.25	4231.75	3910.125	3554.75
SNORD103B	3436.75	3302.25	4231.75	3910.125	3554.75
SNORD103C	3436.75	3302.25	4231.75	3910.125	3554.75
SNRNP40	2797.625	13660.25	14020.75	8551.5	13614
SERINC2	3436.75	3302.25	4231.75	3910.125	3554.75
FABP3	13024.375	7552.375	19266	1885.625	25204.625
LINC01225	3436.75	3302.25	4231.75	3910.125	3554.75
TINAGL1	3436.75	3302.25	4231.75	3910.125	3554.75
LINC01226	3436.75	3302.25	4231.75	3910.125	3554.75
PEF1	3436.75	3302.25	4231.75	3910.125	3554.75
COL16A1	20478.25	20413.25	13066.125	1452.375	6692.375
HCRTR1	3436.75	3302.25	4231.75	3910.125	3554.75
SPOCD1	3436.75	3302.25	4231.75	3910.125	3554.75
MIR4254	3436.75	3302.25	4231.75	3910.125	3554.75
ADGRB2	8595	8465.625	9216.75	9012.75	2665
PTP4A2	14496.125	14393.875	8049.875	611.75	14595.375
KHDRBS1	19578.75	13e3	13886.125	8214.5	7917.875
MIR5585	3436.75	3302.25	4231.75	3910.125	3554.75
TMEM39B	8376.75	8237.125	8985.75	3814.25	8452.25
TXLNA	13656.125	13984.375	7946.125	14392.875	2568
CCDC28B	8242.625	13997.625	1687	14248.625	13953
DCDC2B	8776.375	8654.25	1982.875	9202.625	8883.75
IQCC	3436.75	3302.25	4231.75	3910.125	3554.75
TMEM234	3436.75	3302.25	4231.75	3910.125	3554.75
MTMR9LP	14727.625	14629.25	15213.875	7620	316
EIF3I	13956.875	13838.25	14431.25	8899	1347.625
TSSK3	7991.75	20156.875	7075.375	13190.75	13781.625
LCK	3436.75	3302.25	4231.75	3910.125	3554.75
HDAC1	3436.75	3302.25	4231.75	3910.125	3554.75
FAM229A	25842.625	13172.375	7470	1356.625	18436.75
MARCKSL1	26289.25	14354.375	19728.125	6137.625	693.375
FAM167B	3436.75	3302.25	4231.75	3910.125	3554.75
ZBTB8B	3436.75	3302.25	4231.75	3910.125	3554.75
ZBTB8A	3436.75	3302.25	4231.75	3910.125	3554.75
RBBP4	14115.25	8063.125	9008.75	14238	2833.75
SYNC	3436.75	3302.25	4231.75	3910.125	3554.75
HPCA	8802	8681.5	9435.875	9235.625	1786.125
FNDC5	9326.5	263.75	9812.5	9578.25	9299.75
S100PBP	18740.375	19229.25	7309.25	7223	18908.5
YARS	8966	1982.875	9368.75	9139.125	8828.875
RNF19B	13737.625	1504.375	9520.25	13828.125	13535.875
AZIN2	19946	610.5	8781	13994.75	18766.625
PHC2	13772.75	7111	25624.375	13111.375	7250.125
A3GALT2	3436.75	3302.25	4231.75	3910.125	3554.75
MIR3605	3436.75	3302.25	4231.75	3910.125	3554.75
LOC101929464	3436.75	3302.25	4231.75	3910.125	3554.75
ZSCAN20	3436.75	3302.25	4231.75	3910.125	3554.75
HMGB4	3436.75	3302.25	4231.75	3910.125	3554.75
CSMD2-AS1	3436.75	3302.25	4231.75	3910.125	3554.75
MIR552	3436.75	3302.25	4231.75	3910.125	3554.75
SMIM12	9007.25	1820.5	9411.125	9184	8871.25
GJB3	9071.125	1545.125	9474.125	9244.75	8936.75
GJA4	3436.75	3302.25	4231.75	3910.125	3554.75
GJB5	3436.75	3302.25	4231.75	3910.125	3554.75
GJB4	8887.5	2300.875	9279.625	9065	8742.125
LOC653160	14025.875	19988	7349	13432	6622.75
DLGAP3	7271.25	479.125	15242.625	15095.25	14875.125
ZMYM6NB	7720.125	19446.5	13308.375	14410.875	7010.375
ZMYM1	3436.75	3302.25	4231.75	3910.125	3554.75
SFPQ	25542.125	20110.75	6812.5	12593	6372.5
TFAP2E	8476.125	18685	8864.375	18897.75	2040.5
PSMB2	8383.5	8247.125	3649.25	8789	8456.25
NCDN	1043.875	7803.75	20198.375	8475.875	25529.75
C1orf216	13739.5	13613.625	1725.25	14105.625	8516.5
CLSPN	3436.75	3302.25	4231.75	3910.125	3554.75
AGO4	12988	8207.125	24122.25	14078.75	2285.625
COL8A2	3436.75	3302.25	4231.75	3910.125	3554.75
TRAPPC3	19317	1537.5	19559	14565.5	7122.625
TEKT2	3436.75	3302.25	4231.75	3910.125	3554.75
ADPRHL2	19533.625	19430	13881.75	1599.125	7186.25
THRAP3	18831.125	18706.375	2977.25	14266.75	7298.25
LSM10	3436.75	3302.25	4231.75	3910.125	3554.75
STK40	3436.75	3302.25	4231.75	3910.125	3554.75
EVA1B	3436.75	3302.25	4231.75	3910.125	3554.75
CSF3R	8905.5	8791.25	1474.375	9331.375	9012.125
MRPS15	14134.375	13764	14492	8530.25	1784.75
MIR4255	3436.75	3302.25	4231.75	3910.125	3554.75
MIR6732	3436.75	3302.25	4231.75	3910.125	3554.75
ZC3H12A	3436.75	3302.25	4231.75	3910.125	3554.75
LINC01137	8466.625	8326.875	9089.875	3437.875	8544.625
MEAF6	13643	13515	9007.125	14000.875	1417.375
GNL2	3436.75	3302.25	4231.75	3910.125	3554.75
SNIP1	3436.75	3302.25	4231.75	3910.125	3554.75
DNALI1	24454.875	7099.5	1820.5	19847.75	13709.125
MIR5581	3436.75	3302.25	4231.75	3910.125	3554.75
C1orf109	3436.75	3302.25	4231.75	3910.125	3554.75
CDCA8	3436.75	3302.25	4231.75	3910.125	3554.75
MANEAL	3436.75	3302.25	4231.75	3910.125	3554.75
C1orf122	14352.375	7586.875	14598.75	1379.5	14207.875
YRDC	13782.5	13651.5	2038.125	14147.75	8078
MTF1	3436.75	3302.25	4231.75	3910.125	3554.75
SF3A3	8690.375	8570.25	2344.625	9115.375	8784.375
FHL3	3436.75	3302.25	4231.75	3910.125	3554.75
MIR3659	3436.75	3302.25	4231.75	3910.125	3554.75
POU3F1	3436.75	3302.25	4231.75	3910.125	3554.75
UTP11	3436.75	3302.25	4231.75	3910.125	3554.75
LINC01343	3436.75	3302.25	4231.75	3910.125	3554.75
GJA9	3436.75	3302.25	4231.75	3910.125	3554.75
RRAGC	3436.75	3302.25	4231.75	3910.125	3554.75
MYCBP	3436.75	3302.25	4231.75	3910.125	3554.75
LOC105378663	3436.75	3302.25	4231.75	3910.125	3554.75
GJA9-MYCBP	3436.75	3302.25	4231.75	3910.125	3554.75
NDUFS5	3436.75	3302.25	4231.75	3910.125	3554.75
AKIRIN1	18957.875	18842.875	14604.875	1833	13210.875
KIAA0754	3436.75	3302.25	4231.75	3910.125	3554.75
PABPC4	3436.75	3302.25	4231.75	3910.125	3554.75
PPIEL	24805.375	7458.375	19229	14768.375	1133.5
SNORA55	3436.75	3302.25	4231.75	3910.125	3554.75
LOC101929516	3436.75	3302.25	4231.75	3910.125	3554.75
BMP8A	3436.75	3302.25	4231.75	3910.125	3554.75
OXCT2P1	3436.75	3302.25	4231.75	3910.125	3554.75
HEYL	3436.75	3302.25	4231.75	3910.125	3554.75
HPCAL4	6912.625	133	20336.875	15035.5	20118.875
NT5C1A	3436.75	3302.25	4231.75	3910.125	3554.75
PPIE	13850.75	13719.75	14324.5	7650.375	2755.75
OXCT2	3436.75	3302.25	4231.75	3910.125	3554.75
BMP8B	3436.75	3302.25	4231.75	3910.125	3554.75
MYCL	3436.75	3302.25	4231.75	3910.125	3554.75
MFSD2A	3436.75	3302.25	4231.75	3910.125	3554.75
CAP1	3436.75	3302.25	4231.75	3910.125	3554.75
PPT1	13498	2262.125	13276.875	13663.5	18961.375
ZMPSTE24	3436.75	3302.25	4231.75	3910.125	3554.75
COL9A2	14881.25	14793.75	15355.5	628.5	6839.625
TMCO2	3436.75	3302.25	4231.75	3910.125	3554.75
SMAP2	19003.875	7633.875	18922.125	19720.5	7111.125
ZFP69B	3436.75	3302.25	4231.75	3910.125	3554.75
ZFP69	13519.625	20392.5	12881.25	13711.25	1378.25
ZNF684	13661.5	8387.875	13873.75	3224.125	13477.75
EXO5	3436.75	3302.25	4231.75	3910.125	3554.75
NFYC-AS1	25746.25	18865	13881.25	6783.125	6722.25
MIR30E	3436.75	3302.25	4231.75	3910.125	3554.75
MIR30C1	3436.75	3302.25	4231.75	3910.125	3554.75
KCNQ4	3436.75	3302.25	4231.75	3910.125	3554.75
CITED4	3436.75	3302.25	4231.75	3910.125	3554.75
CTPS1	8717	2995.75	9106	8897.125	8568.25
SLFNL1	3436.75	3302.25	4231.75	3910.125	3554.75
FOXO6	3436.75	3302.25	4231.75	3910.125	3554.75
EDN2	3436.75	3302.25	4231.75	3910.125	3554.75
GUCA2A	3436.75	3302.25	4231.75	3910.125	3554.75
GUCA2B	3436.75	3302.25	4231.75	3910.125	3554.75
ZMYND12	3436.75	3302.25	4231.75	3910.125	3554.75
RIMKLA	8544.875	1627.375	14437.625	14309.125	14030.625
PPIH	7277.375	18952.375	20095.875	2479.25	13650.125
YBX1	14241.125	14132.875	14734.125	7673.75	1404
LOC100129924	3436.75	3302.25	4231.75	3910.125	3554.75
P3H1	3436.75	3302.25	4231.75	3910.125	3554.75
SVBP	2120.5	13711.75	9157.5	13937.25	13639.625
CLDN19	3436.75	3302.25	4231.75	3910.125	3554.75
C1orf50	13836.25	13706.75	14314.375	2272.875	7911.75
ZNF691	19108.75	18990.375	2841.875	8409.875	8449.5
ERMAP	3436.75	3302.25	4231.75	3910.125	3554.75
LOC105378683	13330.75	14386.25	6906.375	7520.125	14528.875
SLC2A1-AS1	3436.75	3302.25	4231.75	3910.125	3554.75
SLC2A1	13684.75	13551	2615.25	8127.125	13736.625
EBNA1BP2	13768	13637.5	8839.125	1764.25	13830.75
MIR6733	3436.75	3302.25	4231.75	3910.125	3554.75
FAM183A	3436.75	3302.25	4231.75	3910.125	3554.75
MPL	3436.75	3302.25	4231.75	3910.125	3554.75
CDC20	8892	8762.25	9552.25	1674.25	8993.75
ELOVL1	14678.625	8552.375	14910.875	148	14520
C1orf210	3436.75	3302.25	4231.75	3910.125	3554.75
TIE1	3436.75	3302.25	4231.75	3910.125	3554.75
MIR6734	3436.75	3302.25	4231.75	3910.125	3554.75
TMEM125	9080.375	8965	9730.25	906.375	9187.5
HYI	3436.75	3302.25	4231.75	3910.125	3554.75
SZT2	19754.25	18604.375	13686.125	8109.375	1291.125
MIR6735	3436.75	3302.25	4231.75	3910.125	3554.75
PTPRF	13990.5	8552.75	14235.5	2155	13828.25
KDM4A	3436.75	3302.25	4231.75	3910.125	3554.75
LOC101929592	3436.75	3302.25	4231.75	3910.125	3554.75
KDM4A-AS1	3436.75	3302.25	4231.75	3910.125	3554.75
MIR6079	3436.75	3302.25	4231.75	3910.125	3554.75
SLC6A9	3436.75	3302.25	4231.75	3910.125	3554.75
ATP6V0B	18440	6855.5	13876.75	7564.25	20547.5
IPO13	20124	19338	14286.25	183.75	8327.875
CCDC24	19541.875	19444.75	1858.875	13845.875	7213.25
DPH2	3436.75	3302.25	4231.75	3910.125	3554.75
B4GALT2	13377.125	13233	2911	8874.375	13404.75
ARTN	3436.75	3302.25	4231.75	3910.125	3554.75
KLF17	3436.75	3302.25	4231.75	3910.125	3554.75
DMAP1	14191.75	13311	19120.75	1070	19842.875
ERI3-IT1	3436.75	3302.25	4231.75	3910.125	3554.75
SNORA110	3436.75	3302.25	4231.75	3910.125	3554.75
MIR5584	3436.75	3302.25	4231.75	3910.125	3554.75
TMEM53	3436.75	3302.25	4231.75	3910.125	3554.75
KIF2C	3436.75	3302.25	4231.75	3910.125	3554.75
BTBD19	3436.75	3302.25	4231.75	3910.125	3554.75
RNU5D-1	9227	9117.5	216.5	9614.75	9334.375
RNU5F-1	3436.75	3302.25	4231.75	3910.125	3554.75
BEST4	3436.75	3302.25	4231.75	3910.125	3554.75
PLK3	3436.75	3302.25	4231.75	3910.125	3554.75
RPS8	13812.25	13367.625	1378.75	7268.75	26188.375
TCTEX1D4	3436.75	3302.25	4231.75	3910.125	3554.75
SNORD38B	3436.75	3302.25	4231.75	3910.125	3554.75
SNORD46	3436.75	3302.25	4231.75	3910.125	3554.75
SNORD55	3436.75	3302.25	4231.75	3910.125	3554.75
SNORD38A	3436.75	3302.25	4231.75	3910.125	3554.75
HECTD3	19807.125	7163.25	2155.375	19376.625	18796.25
UROD	19188.25	19112.5	935.75	8671.875	13336
MUTYH	13911	13796.75	1787	14300	7899.75
LINC01144	3436.75	3302.25	4231.75	3910.125	3554.75
HPDL	3436.75	3302.25	4231.75	3910.125	3554.75
TOE1	3436.75	3302.25	4231.75	3910.125	3554.75
PRDX1	8818.375	8690.75	9474.125	1978.25	8923
CCDC163P	3436.75	3302.25	4231.75	3910.125	3554.75
MMACHC	3436.75	3302.25	4231.75	3910.125	3554.75
AKR1A1	3436.75	3302.25	4231.75	3910.125	3554.75
CCDC17	8786	8656.5	9441	2093.625	8889.25
RPS15AP10	3436.75	3302.25	4231.75	3910.125	3554.75
GPBP1L1	19405.625	19295.5	7419.625	8194.625	7464
TMEM69	8198.25	6995.125	13511.25	19740	19495.75
POMGNT1	3436.75	3302.25	4231.75	3910.125	3554.75
TSPAN1	3436.75	3302.25	4231.75	3910.125	3554.75
LURAP1	3436.75	3302.25	4231.75	3910.125	3554.75
LRRC41	13848.375	18518.625	3102.125	8675.125	13394.375
NSUN4	18917.375	13498.125	13784.625	8687.125	2553.125
UQCRH	14098.5	1905.75	8379.25	14214.5	13927.25
FAAHP1	3436.75	3302.25	4231.75	3910.125	3554.75
DMBX1	3436.75	3302.25	4231.75	3910.125	3554.75
LINC01398	3436.75	3302.25	4231.75	3910.125	3554.75
KNCN	3436.75	3302.25	4231.75	3910.125	3554.75
MKNK1	13850.25	8013.375	3057	13973.25	13670.5
MOB3C	3436.75	3302.25	4231.75	3910.125	3554.75
MKNK1-AS1	3436.75	3302.25	4231.75	3910.125	3554.75
TEX38	3436.75	3302.25	4231.75	3910.125	3554.75
EFCAB14	3436.75	3302.25	4231.75	3910.125	3554.75
EFCAB14-AS1	3436.75	3302.25	4231.75	3910.125	3554.75
CYP4Z2P	3436.75	3302.25	4231.75	3910.125	3554.75
CYP4B1	3436.75	3302.25	4231.75	3910.125	3554.75
CYP4X1	3436.75	3302.25	4231.75	3910.125	3554.75
CYP4A11	3436.75	3302.25	4231.75	3910.125	3554.75
CYP4A22	3436.75	3302.25	4231.75	3910.125	3554.75
CYP4Z1	3436.75	3302.25	4231.75	3910.125	3554.75
LINC00853	3436.75	3302.25	4231.75	3910.125	3554.75
STIL	3436.75	3302.25	4231.75	3910.125	3554.75
TAL1	9012.375	8896.875	1042.75	9428	9118.625
CMPK1	3436.75	3302.25	4231.75	3910.125	3554.75
FOXD2	3436.75	3302.25	4231.75	3910.125	3554.75
LINC01389	3436.75	3302.25	4231.75	3910.125	3554.75
FOXD2-AS1	3436.75	3302.25	4231.75	3910.125	3554.75
FOXE3	3436.75	3302.25	4231.75	3910.125	3554.75
LOC101929721	3436.75	3302.25	4231.75	3910.125	3554.75
DMRTA2	3436.75	3302.25	4231.75	3910.125	3554.75
CDKN2C	8884.875	8767.75	9529.125	9321.625	1445.25
MIR6500	3436.75	3302.25	4231.75	3910.125	3554.75
MIR4421	3436.75	3302.25	4231.75	3910.125	3554.75
TTC39A	3436.75	3302.25	4231.75	3910.125	3554.75
TTC39A-AS1	3436.75	3302.25	4231.75	3910.125	3554.75
NRDC	7971.625	13338	8380.875	19057.25	18494
MIR761	3436.75	3302.25	4231.75	3910.125	3554.75
RAB3B	9269	582.125	9729.125	9495.75	9208.625
KTI12	3436.75	3302.25	4231.75	3910.125	3554.75
BTF3L4	8155.375	13680.125	24882.5	7465.5	13107.5
TXNDC12-AS1	3436.75	3302.25	4231.75	3910.125	3554.75
ORC1	3436.75	3302.25	4231.75	3910.125	3554.75
PRPF38A	1237.25	19432.25	7498.375	14070	24885.875
CC2D1B	8465.625	8326.375	9091.875	3437.25	8544.625
FAM159A	8499.25	8363.5	3168.125	8918.25	8577
GPX7	3436.75	3302.25	4231.75	3910.125	3554.75
MIR5095	3436.75	3302.25	4231.75	3910.125	3554.75
MIR1273G	3436.75	3302.25	4231.75	3910.125	3554.75
MIR1273F	3436.75	3302.25	4231.75	3910.125	3554.75
ECHDC2	12029.125	19592.25	1371.25	26316.25	12643.875
ZYG11A	3436.75	3302.25	4231.75	3910.125	3554.75
SLC1A7	3436.75	3302.25	4231.75	3910.125	3554.75
CPT2	3436.75	3302.25	4231.75	3910.125	3554.75
LRP8	9167.125	1101.625	9593	9359	9062.375
LOC105378732	3436.75	3302.25	4231.75	3910.125	3554.75
MAGOH	8824.125	8704.25	9463.75	9260.625	1669.625
LOC100507564	3436.75	3302.25	4231.75	3910.125	3554.75
SLC25A3P1	3436.75	3302.25	4231.75	3910.125	3554.75
DMRTB1	3436.75	3302.25	4231.75	3910.125	3554.75
NDC1	3436.75	3302.25	4231.75	3910.125	3554.75
DIO1	3436.75	3302.25	4231.75	3910.125	3554.75
HSPB11	8460.25	8318.625	9080.625	3470.375	8540.5
LRRC42	3436.75	3302.25	4231.75	3910.125	3554.75
TCEANC2	3436.75	3302.25	4231.75	3910.125	3554.75
TMEM59	7787.875	13259.875	19932.125	1071.25	25090.25
MIR4781	3436.75	3302.25	4231.75	3910.125	3554.75
LDLRAD1	3436.75	3302.25	4231.75	3910.125	3554.75
CDCP2	3436.75	3302.25	4231.75	3910.125	3554.75
MRPL37	14047.375	13796.375	19492.625	9131.125	787.5
CYB5RL	3436.75	3302.25	4231.75	3910.125	3554.75
SSBP3-AS1	3436.75	3302.25	4231.75	3910.125	3554.75
ACOT11	8720.75	8583.875	2243.5	9144.75	8817
FAM151A	3436.75	3302.25	4231.75	3910.125	3554.75
TTC4	3436.75	3302.25	4231.75	3910.125	3554.75
PARS2	3436.75	3302.25	4231.75	3910.125	3554.75
LEXM	3436.75	3302.25	4231.75	3910.125	3554.75
DHCR24	14614.625	8304.25	14851	418.125	14467.25
BSND	3436.75	3302.25	4231.75	3910.125	3554.75
TMEM61	3436.75	3302.25	4231.75	3910.125	3554.75
LOC100507634	8737.5	8609.625	9373	9163.5	2068.125
MIR4422	3436.75	3302.25	4231.75	3910.125	3554.75
PLPP3	20470.375	20392.875	377.25	13440.25	7315
PRKAA2	7366	13829.5	19667.125	19661.75	2052.125
LOC101929935	3436.75	3302.25	4231.75	3910.125	3554.75
C8B	3436.75	3302.25	4231.75	3910.125	3554.75
DAB1-AS1	3436.75	3302.25	4231.75	3910.125	3554.75
OMA1	8696.5	8563.25	9345.25	2482.625	8788.125
TACSTD2	3436.75	3302.25	4231.75	3910.125	3554.75
MYSM1	7941.5	13694.25	24961.875	1490.75	19072
JUN	13479.875	25790.625	7243.25	18515.625	759.75
LINC01358	3436.75	3302.25	4231.75	3910.125	3554.75
HSD52	3436.75	3302.25	4231.75	3910.125	3554.75
MIR4711	3436.75	3302.25	4231.75	3910.125	3554.75
LOC101926944	3436.75	3302.25	4231.75	3910.125	3554.75
HOOK1	7649.125	1269.625	14860.25	14716.375	14466.375
NFIA-AS1	3436.75	3302.25	4231.75	3910.125	3554.75
TM2D1	18910.625	13693.75	9030.5	13966.125	2046.875
MGC34796	3436.75	3302.25	4231.75	3910.125	3554.75
MIR3116-2	3436.75	3302.25	4231.75	3910.125	3554.75
MIR3116-1	3436.75	3302.25	4231.75	3910.125	3554.75
L1TD1	3436.75	3302.25	4231.75	3910.125	3554.75
USP1	8731.375	2943	9120.375	8909.25	8582.25
ANGPTL3	3436.75	3302.25	4231.75	3910.125	3554.75
ATG4C	8490.75	14363.5	24935.625	462.5	13863.75
ALG6	3436.75	3302.25	4231.75	3910.125	3554.75
FOXD3	3436.75	3302.25	4231.75	3910.125	3554.75
FOXD3-AS1	3436.75	3302.25	4231.75	3910.125	3554.75
MIR6068	3436.75	3302.25	4231.75	3910.125	3554.75
ITGB3BP	3436.75	3302.25	4231.75	3910.125	3554.75
DLEU2L	3436.75	3302.25	4231.75	3910.125	3554.75
PGM1	8708.75	3040.25	9095	8887	8559.625
ROR1-AS1	3436.75	3302.25	4231.75	3910.125	3554.75
MIR4794	3436.75	3302.25	4231.75	3910.125	3554.75
LINC01359	19536	19898.25	6787.125	14157.875	6670
MIR101-1	8649.375	8509.75	9295	2686.75	8744
MIR3671	13493.75	19264.625	14439.875	13808	831.5
