Species	Cell_type	Category	Location	Gene	Score
human	Granule	HK	Gene_body	HIPK2	0.088671875
human	Granule	HK	Gene_body	HIPK2	0.1976047904191617
human	Granule	HK	Gene_body	HIPK2	0.007078039927404719
human	Granule	HK	Gene_body	HIPK2	0.06490196078431373
human	Granule	HK	Gene_body	HIPK2	0.030090090090090088
human	Granule	HK	Gene_body	HIPK2	0.009055118110236219
human	Granule	HK	Gene_body	HIPK2	0.07345575959933225
human	Granule	HK	Gene_body	HIPK2	0.015169660678642716
human	Granule	HK	Gene_body	HIPK2	0.24446494464944654
human	Granule	HK	Gene_body	HIPK2	0.4198830409356726
human	Granule	HK	Gene_body	HIPK2	0.1342134213421342
human	Granule	HK	Gene_body	KIAA1147	0.0036958817317845824
human	Granule	HK	Gene_body	KIAA1147	0.0011976047904191617
human	Granule	HK	Gene_body	KIAA1147	0.17473002159827214
human	Granule	HK	Gene_body	KIAA1147	0.06007984031936128
human	Granule	HK	Gene_body	KIAA1147	0.2878234398782344
human	Granule	HK	Gene_body	AGAP3	0.03985102420856611
human	Granule	HK	Gene_body	AGAP3	0.19461077844311372
human	Granule	HK	Gene_body	AGAP3	0.1322992700729927
human	Granule	HK	Gene_body	RBM33	0.007784431137724551
human	Granule	HK	Gene_body	RBM33	0.04457364341085271
human	Granule	HK	Gene_body	RBM33	0.02394881170018281
human	Granule	HK	Gene_body	RBM33	0.01639344262295082
human	Granule	HK	Gene_body	RBM33	0.034262948207171316
human	Granule	HK	Gene_body	INTS10	0.1850299401197605
human	Granule	HK	Gene_body	INTS10	0.003193612774451098
human	Granule	HK	Gene_body	KAT6A	0.0053892215568862286
human	Granule	HK	Gene_body	KAT6A	0.11326732673267328
human	Granule	HK	Gene_body	KAT6A	0.5360175695461203
human	Granule	HK	Gene_body	KAT6A	0.0281437125748503
human	Granule	HK	Gene_body	KAT6A	0.2781468531468529
human	Granule	HK	Gene_body	SLC20A2	0.28031358885017416
human	Granule	HK	Gene_body	SLC20A2	0.005189620758483034
human	Granule	HK	Gene_body	SLC20A2	0.014395393474088294
human	Granule	HK	Gene_body	SLC20A2	0.08243512974051896
human	Granule	HK	Gene_body	SLC20A2	0.7934131736526945
human	Granule	HK	Gene_body	SLC20A2	0.24710578842315367
human	Granule	HK	Gene_body	SLC20A2	0.11752988047808768
human	Granule	HK	Gene_body	SLC20A2	0.13716153127917832
human	Granule	HK	Gene_body	RB1CC1	0.2544668587896254
human	Granule	HK	Gene_body	PDE7A	0.039520958083832346
human	Granule	HK	Gene_body	PDE7A	0.4109343936381709
human	Granule	HK	Gene_body	MTDH	0.009580838323353295
human	Granule	HK	Gene_body	YWHAZ	0.24489311163895497
human	Granule	HK	Gene_body	YWHAZ	0.27528409090909106
human	Granule	HK	Gene_body	UBR5	0.47324561403508786
human	Granule	HK	Gene_body	MTSS1	0.02255489021956088
human	Granule	HK	Gene_body	MTSS1	0.0054263565891472885
human	Granule	HK	Gene_body	MTSS1	0.16654135338345863
human	Granule	HK	Gene_body	MTSS1	0.10175781249999999
human	Granule	HK	Gene_body	MTSS1	0.09532163742690059
human	Granule	HK	Gene_body	MTSS1	0.012774451097804392
human	Granule	HK	Gene_body	MTSS1	0.268798449612403
human	Granule	HK	Gene_body	MTSS1	0.09150197628458498
human	Granule	HK	Gene_body	MTSS1	0.07114427860696518
human	Granule	HK	Gene_body	MTSS1	0.0037924151696606782
human	Granule	HK	Gene_body	MTSS1	0.17214428857715422
human	Granule	HK	Gene_body	MTSS1	0.19490196078431377
human	Granule	HK	Gene_body	MTSS1	0.005630630630630631
human	Granule	HK	Gene_body	MTSS1	0.07551020408163264
human	Granule	HK	Gene_body	MTSS1	0.2773584905660378
human	Granule	HK	Gene_body	MTSS1	0.08822463768115946
human	Granule	HK	Gene_body	MTSS1	0.3662674650698601
human	Granule	HK	Gene_body	MTSS1	0.36635944700460815
human	Granule	HK	Gene_body	SMARCA2	0.15697445972495092
human	Granule	HK	Gene_body	SMARCA2	0.2459081836327345
human	Granule	HK	Gene_body	SMARCA2	0.20079840319361278
human	Granule	HK	Gene_body	SMARCA2	0.824750499001996
human	Granule	HK	Gene_body	SMARCA2	0.9628721541155865
human	Granule	HK	Gene_body	SMARCA2	0.0626746506986028
human	Granule	HK	Gene_body	SMARCA2	0.143313373253493
human	Granule	HK	Gene_body	AK3	0.1910688140556368
human	Granule	HK	Gene_body	NFIB	0.30059880239520975
human	Granule	HK	Gene_body	NFIB	0.7676864244741873
human	Granule	HK	Gene_body	NFIB	0.7196911196911199
human	Granule	HK	Gene_body	NFIB	0.6636726546906188
human	Granule	HK	Gene_body	NFIB	0.9797323135755258
human	Granule	HK	Gene_body	NFIB	0.8409181636726546
human	Granule	HK	Gene_body	NFIB	0.7196940726577441
human	Granule	HK	Gene_body	PSIP1	0.34978540772532196
human	Granule	HK	Gene_body	UBE2R2	0.15039682539682545
human	Granule	HK	Gene_body	RNF38	0.33143835616438355
human	Granule	HK	Gene_body	ZFAND5	0.02295409181636727
human	Granule	HK	Gene_body	ZFAND5	0.5025948103792415
human	Granule	HK	Gene_body	UBQLN1	0.10447876447876446
human	Granule	HK	Gene_body	C9orf3	0.2650283553875237
human	Granule	HK	Gene_body	C9orf3	0.06247504990019958
human	Granule	HK	Gene_body	C9orf3	0.2229802513464991
human	Granule	HK	Gene_body	C9orf3	0.34351297405189635
human	Granule	HK	Gene_body	C9orf3	0.10867924528301892
human	Granule	HK	Gene_body	C9orf3	0.1377245508982036
human	Granule	HK	Gene_body	C9orf3	0.011332007952286284
human	Granule	HK	Gene_body	C9orf3	0.12024922118380063
human	Granule	HK	Gene_body	C9orf3	0.35659655831739956
human	Granule	HK	Gene_body	C9orf3	0.14071856287425152
human	Granule	HK	Gene_body	C9orf3	0.35249500998003996
human	Granule	HK	Gene_body	C9orf3	9.98003992015968e-4
human	Granule	HK	Gene_body	C9orf3	0.24610778443113768
human	Granule	HK	Gene_body	PTCH1	0.6178378378378377
human	Granule	HK	Gene_body	PTCH1	0.056686626746506985
human	Granule	HK	Gene_body	PTCH1	0.03917137476459511
human	Granule	HK	Gene_body	PTCH1	0.18814814814814812
human	Granule	HK	Gene_body	PTCH1	0.007524752475247526
human	Granule	HK	Gene_body	TEX10	0.24121739130434786
human	Granule	HK	Gene_body	TMEM245	0.2493127147766324
human	Granule	HK	Gene_body	TRIM32	0.45788461538461533
human	Granule	HK	Gene_body	GOLGA1	0.243579766536965
human	Granule	HK	Gene_body	HSPA5	0.258130081300813
human	Granule	HK	Gene_body	SPTAN1	0.10980769230769234
human	Granule	HK	Gene_body	SPTAN1	0.5070769230769233
human	Granule	HK	Gene_body	SPTAN1	0.039121756487025955
human	Granule	HK	Gene_body	PRRC2B	0.4898203592814372
human	Granule	HK	Gene_body	OFD1	0.049811320754716976
human	Granule	HK	Gene_body	OFD1	0.001984126984126984
human	Granule	HK	Gene_body	TSPAN7	0.5239880059970015
human	Granule	HK	Gene_body	TSPAN7	0.19672897196261682
human	Granule	HK	Gene_body	TSPAN7	0.3098807495741056
human	Granule	HK	Gene_body	TSPAN7	0.07445109780439127
human	Granule	HK	Gene_body	TSPAN7	0.030307941653160458
human	Granule	HK	Gene_body	TSPAN7	0.3756487025948105
human	Granule	HK	Gene_body	RBM10	0.02974051896207585
human	Granule	HK	Gene_body	USP11	0.223715415019763
human	Granule	HK	Gene_body	GRIPAP1	0.441897233201581
human	Granule	HK	Gene_body	MED12	0.6744510978043914
human	Granule	HK	Gene_body	HDAC8	0.6116190476190481
human	Granule	HK	Gene_body	HDAC8	0.4219560878243513
human	Granule	HK	Gene_body	HDAC8	0.11816367265469059
human	Granule	HK	Gene_body	HDAC8	0.5965137614678897
human	Granule	HK	Gene_body	HDAC8	0.3964071856287425
human	Granule	HK	Gene_body	HDAC8	0.28223552894211584
human	Granule	HK	Gene_body	INTS6L	0.29909909909909915
human	Granule	HK	Promoter	UBE4B	0.38447204968944104
human	Granule	HK	Promoter	KIF1B	0.12799325463743674
human	Granule	HK	Promoter	TARDBP	0.11177644710578842
human	Granule	HK	Promoter	CLCN6	0.3685220729366603
human	Granule	HK	Promoter	SRRM1	0.23433908045977014
human	Granule	HK	Promoter	TMEM57	0.4484526967285588
human	Granule	HK	Promoter	DHDDS	0.0530079455164586
human	Granule	HK	Promoter	S100PBP	0.462426614481409
human	Granule	HK	Promoter	IPO13	0.3067497403946001
human	Granule	HK	Promoter	SGIP1	0.6212389380530974
human	Granule	HK	Promoter	TRMT13	0.30309155766944124
human	Granule	HK	Promoter	SARS	0.16973073351903434
human	Granule	HK	Promoter	CELSR2	0.27091633466135456
human	Granule	HK	Promoter	RAP1A	0.4995720399429386
human	Granule	HK	Promoter	CSDE1	0.6087591240875911
human	Granule	HK	Promoter	BCL9	0.91796875
human	Granule	HK	Promoter	SNX27	0.31013071895424843
human	Granule	HK	Promoter	CLK2	0.22440392706872375
human	Granule	HK	Promoter	ZBTB37	0.1849442379182156
human	Granule	HK	Promoter	SMG7	0.3415291051259775
human	Granule	HK	Promoter	CDC73	0.3805418719211823
human	Granule	HK	Promoter	ZC3H11A	0.4135849056603773
human	Granule	HK	Promoter	KCTD3	0.06313065976714102
human	Granule	HK	Promoter	MARK1	0.14189723320158104
human	Granule	HK	Promoter	MARK1	0.2972815533980581
human	Granule	HK	Promoter	PITRM1	0.25758513931888555
human	Granule	HK	Promoter	WAC	0.3757381258023106
human	Granule	HK	Promoter	CCNY	0.0695483870967742
human	Granule	HK	Promoter	CSGALNACT2	0.0061876247504990016
human	Granule	HK	Promoter	CSGALNACT2	0.091362763915547
human	Granule	HK	Promoter	HNRNPH3	0.1491913746630728
human	Granule	HK	Promoter	ZSWIM8	0.38308943089430886
human	Granule	HK	Promoter	TBC1D12	0.3777443609022558
human	Granule	HK	Promoter	SLF2	0.562952380952381
human	Granule	HK	Promoter	BTRC	0.4488921713441655
human	Granule	HK	Promoter	CNNM2	0.22120075046904306
human	Granule	HK	Promoter	ADD3	0.2229677419354839
human	Granule	HK	Promoter	MXI1	0.5859884836852207
human	Granule	HK	Promoter	ACADSB	0.19681818181818178
human	Granule	HK	Promoter	PPP2R2D	0.1671810699588478
human	Granule	HK	Promoter	DENND5A	0.03326693227091634
human	Granule	HK	Promoter	MADD	0.08602576808721507
human	Granule	HK	Promoter	FNBP4	0.03353293413173653
human	Granule	HK	Promoter	SNX32	0.10439121756487027
human	Granule	HK	Promoter	GRIA4	0.007572815533980584
human	Granule	HK	Promoter	GRIA4	0.26686046511627903
human	Granule	HK	Promoter	SIK2	0.45306633291614506
human	Granule	HK	Promoter	ARCN1	0.35149700598802386
human	Granule	HK	Promoter	ARID2	0.6111111111111109
human	Granule	HK	Promoter	KMT2D	0.49554896142433236
human	Granule	HK	Promoter	PRPF40B	0.25563025210084034
human	Granule	HK	Promoter	TMBIM6	0.14413919413919415
human	Granule	HK	Promoter	DIP2B	0.4086785009861934
human	Granule	HK	Promoter	EIF4B	0.38645066273932266
human	Granule	HK	Promoter	VEZT	0.37368421052631573
human	Granule	HK	Promoter	ERP29	0.1473358116480793
human	Granule	HK	Promoter	MBNL2	0.7250000000000003
human	Granule	HK	Promoter	ARHGEF40	0.31517996870109544
human	Granule	HK	Promoter	GPR137C	0.433515731874145
human	Granule	HK	Promoter	TMEM260	0.21029585798816564
human	Granule	HK	Promoter	ARID4A	0.5862139917695471
human	Granule	HK	Promoter	JKAMP	0.34612518628912076
human	Granule	HK	Promoter	MTHFD1	0.14444444444444446
human	Granule	HK	Promoter	PSEN1	0.14174228675136116
human	Granule	HK	Promoter	YLPM1	0.6560178306092126
human	Granule	HK	Promoter	EIF5	0.2989795918367348
human	Granule	HK	Promoter	USP8	0.17945205479452053
human	Granule	HK	Promoter	TMOD2	0.06993006993006994
human	Granule	HK	Promoter	HACD3	0.20953079178885636
human	Granule	HK	Promoter	PIAS1	0.6241987179487177
human	Granule	HK	Promoter	MORF4L1	0.4476653696498054
human	Granule	HK	Promoter	WHAMM	0.2628571428571429
human	Granule	HK	Promoter	CRTC3	0.3095808383233532
human	Granule	HK	Promoter	CHD2	0.9590384615384617
human	Granule	HK	Promoter	MEF2A	0.23872549019607847
human	Granule	HK	Promoter	MGRN1	0.22645051194539248
human	Granule	HK	Promoter	ARL6IP1	0.14087481146304676
human	Granule	HK	Promoter	UBFD1	0.3881562881562883
human	Granule	HK	Promoter	LONP2	0.3787974683544304
human	Granule	HK	Promoter	CHD9	0.26626344086021514
human	Granule	HK	Promoter	FTO	0.2954682779456193
human	Granule	HK	Promoter	OGFOD1	0.41228346456692905
human	Granule	HK	Promoter	SPG7	0.08902195608782436
human	Granule	HK	Promoter	MINK1	0.5493013972055889
human	Granule	HK	Promoter	MAP2K4	0.3472656250000001
human	Granule	HK	Promoter	TTC19	0.11821192052980131
human	Granule	HK	Promoter	MPRIP	0.10218750000000006
human	Granule	HK	Promoter	CPD	0.3140138408304497
human	Granule	HK	Promoter	CDK12	0.41987075928917617
human	Granule	HK	Promoter	NR1D1	0.8688622754491018
human	Granule	HK	Promoter	CASC3	0.17379576107899813
human	Granule	HK	Promoter	ATP6V0A1	0.14645340751043112
human	Granule	HK	Promoter	MAPT	0.1605161290322581
human	Granule	HK	Promoter	CLTC	0.39961880559085133
human	Granule	HK	Promoter	PRKAR1A	0.2505050505050503
human	Granule	HK	Promoter	USP14	0.1344972067039106
human	Granule	HK	Promoter	RAB12	0.06540880503144655
human	Granule	HK	Promoter	VAPA	0.15544100801832766
human	Granule	HK	Promoter	LDLRAD4	0.206624203821656
human	Granule	HK	Promoter	DTNA	0.6590225563909776
human	Granule	HK	Promoter	DAZAP1	0.23667820069204154
human	Granule	HK	Promoter	MAU2	0.23031496062992132
human	Granule	HK	Promoter	ARHGEF1	0.41021194605009625
human	Granule	HK	Promoter	LENG8	0.17071197411003233
human	Granule	HK	Promoter	AGBL5	0.3174045801526717
human	Granule	HK	Promoter	SPTBN1	0.26932114882506525
human	Granule	HK	Promoter	CNRIP1	0.10998003992015967
human	Granule	HK	Promoter	STAMBP	0.18159722222222227
human	Granule	HK	Promoter	DGUOK	0.2501618122977346
human	Granule	HK	Promoter	PTCD3	0.20546139359698684
human	Granule	HK	Promoter	PTCD3	0.058497316636851523
human	Granule	HK	Promoter	EIF5B	0.07373134328358208
human	Granule	HK	Promoter	EIF5B	0.3579399141630902
human	Granule	HK	Promoter	GTDC1	0.019560878243512974
human	Granule	HK	Promoter	RIF1	0.27629482071713146
human	Granule	HK	Promoter	MARCH7	0.2897515527950313
human	Granule	HK	Promoter	HNRNPA3	0.46729559748427674
human	Granule	HK	Promoter	UBE2E3	0.353049289891395
human	Granule	HK	Promoter	SSFA2	0.32153146322971954
human	Granule	HK	Promoter	INPP1	0.14129870129870128
human	Granule	HK	Promoter	NAB1	0.47931873479318726
human	Granule	HK	Promoter	DNAJB2	0.2049056603773585
human	Granule	HK	Promoter	ATG4B	0.18882235528942115
human	Granule	HK	Promoter	ATG4B	0.13109090909090906
human	Granule	HK	Promoter	PANK2	0.2522606382978724
human	Granule	HK	Promoter	PRNP	0.07997054491899853
human	Granule	HK	Promoter	CDS2	0.13349339735894356
human	Granule	HK	Promoter	SNX5	0
human	Granule	HK	Promoter	XRN2	0.13526703499079182
human	Granule	HK	Promoter	HM13	0.49298245614035086
human	Granule	HK	Promoter	ITCH	0.30267111853088474
human	Granule	HK	Promoter	RALGAPB	0.42118644067796607
human	Granule	HK	Promoter	SRSF6	0.3148203592814372
human	Granule	HK	Promoter	CSE1L	0.1637931034482759
human	Granule	HK	Promoter	RAB22A	0.1982014388489208
human	Granule	HK	Promoter	STX16	0.3959558823529411
human	Granule	HK	Promoter	USP16	0.12874870734229577
human	Granule	HK	Promoter	BRWD1	0.17014492753623187
human	Granule	HK	Promoter	DIP2A	0.06369593709043252
human	Granule	HK	Promoter	SMARCB1	0.21623246492985965
human	Granule	HK	Promoter	LRRN1	0.23967479674796768
human	Granule	HK	Promoter	ARL8B	0.25799011532125204
human	Granule	HK	Promoter	CAPN7	0.027596439169139463
human	Granule	HK	Promoter	RAB5A	0.20486257928118384
human	Granule	HK	Promoter	UBE2E2	0.23715686274509806
human	Granule	HK	Promoter	NKTR	0.21514018691588788
human	Granule	HK	Promoter	ARIH2	0.1852551984877127
human	Granule	HK	Promoter	PXK	0.20950080515297906
human	Granule	HK	Promoter	PPP4R2	0.5135265700483093
human	Granule	HK	Promoter	TIMMDC1	0.08477237048665617
human	Granule	HK	Promoter	U2SURP	0.1959858323494687
human	Granule	HK	Promoter	C3orf58	0.19068994181213625
human	Granule	HK	Promoter	RNF13	0.11670235546038542
human	Granule	HK	Promoter	SELENOT	0.2111979166666667
human	Granule	HK	Promoter	NLGN1	0.22100628930817612
human	Granule	HK	Promoter	PIK3CA	0.0553784860557769
human	Granule	HK	Promoter	PIK3CA	0.4188870151770657
human	Granule	HK	Promoter	PIK3CA	0.4912175648702595
human	Granule	HK	Promoter	KLHL24	0.2142389525368248
human	Granule	HK	Promoter	DVL3	0.28252100840336136
human	Granule	HK	Promoter	EIF4A2	0.2066144473455178
human	Granule	HK	Promoter	ADD1	0.06416938110749186
human	Granule	HK	Promoter	ANAPC4	0.16251728907330565
human	Granule	HK	Promoter	OCIAD1	0.08465189873417721
human	Granule	HK	Promoter	HERC3	0.15340314136125652
human	Granule	HK	Promoter	NFKB1	0.010978043912175649
human	Granule	HK	Promoter	NFKB1	0.3335714285714286
human	Granule	HK	Promoter	KIAA1109	0.16691871455576557
human	Granule	HK	Promoter	GRIA2	0.5048920863309352
human	Granule	HK	Promoter	MSMO1	0.08596059113300493
human	Granule	HK	Promoter	MARCH6	0.24538799414348467
human	Granule	HK	Promoter	GPBP1	0.5191603875134554
human	Granule	HK	Promoter	KIF2A	0.12402985074626871
human	Granule	HK	Promoter	JMY	0.2108864696734059
human	Granule	HK	Promoter	LNPEP	0.10555555555555558
human	Granule	HK	Promoter	LNPEP	0.094758064516129
human	Granule	HK	Promoter	CDC42SE2	0.23834115805946793
human	Granule	HK	Promoter	KDM3B	0.6196463654223969
human	Granule	HK	Promoter	NDFIP1	0.2660071942446043
human	Granule	HK	Promoter	TCERG1	0.40481927710843374
human	Granule	HK	Promoter	CANX	0.24614412136536032
human	Granule	HK	Promoter	MRS2	0.049105145413870246
human	Granule	HK	Promoter	ATAT1	0.3027681660899654
human	Granule	HK	Promoter	MAPK14	0.3019512195121951
human	Granule	HK	Promoter	UBR2	0.26070038910505833
human	Granule	HK	Promoter	TJAP1	0.24337121212121207
human	Granule	HK	Promoter	SLC25A27	0.18585558852621167
human	Granule	HK	Promoter	PHF3	0.40397489539748976
human	Granule	HK	Promoter	ADGRB3	0.401792828685259
human	Granule	HK	Promoter	SENP6	0.3915504511894997
human	Granule	HK	Promoter	FUT9	0.2160389610389611
human	Granule	HK	Promoter	SOBP	0.5487437185929648
human	Granule	HK	Promoter	AMD1	0.475462962962963
human	Granule	HK	Promoter	AIG1	0.18853102906520025
human	Granule	HK	Promoter	SNX9	0.051696606786427145
human	Granule	HK	Promoter	AFDN	0.08704128440366973
human	Granule	HK	Promoter	HNRNPA2B1	0
human	Granule	HK	Promoter	CDK13	0.30865384615384617
human	Granule	HK	Promoter	ZMIZ2	0.16634844868735088
human	Granule	HK	Promoter	GBAS	0.16578483245149908
human	Granule	HK	Promoter	PTPN12	0.281255605381166
human	Granule	HK	Promoter	CASD1	0.3611689351481187
human	Granule	HK	Promoter	PPP1R9A	0.5145026575550493
human	Granule	HK	Promoter	PSMC2	0.3098076923076922
human	Granule	HK	Promoter	KMT2E	0.6398648648648645
human	Granule	HK	Promoter	KMT2E	0.5817435897435894
human	Granule	HK	Promoter	HBP1	0.4628776978417268
human	Granule	HK	Promoter	CALU	0.2255411255411255
human	Granule	HK	Promoter	MKLN1	0.24171717171717175
human	Granule	HK	Promoter	AGAP3	0.08969359331476327
human	Granule	HK	Promoter	RBM33	0.27454545454545454
human	Granule	HK	Promoter	INTS10	0.18207547169811325
human	Granule	HK	Promoter	ATP6V1B2	0.3285314685314685
human	Granule	HK	Promoter	FNTA	0.16835443037974682
human	Granule	HK	Promoter	RAB2A	0.3459335624284078
human	Granule	HK	Promoter	MTDH	0.3132718239886443
human	Granule	HK	Promoter	UBE2R2	0.19040247678018568
human	Granule	HK	Promoter	RAD23B	0.2799283154121864
human	Granule	HK	Promoter	TRIM32	0.24980314960629926
human	Granule	HK	Promoter	SPTAN1	0.19276457883369333
human	Granule	HK	Promoter	SEC16A	0.0011976047904191617
human	Granule	HK	Promoter	OFD1	0.07889447236180903
human	Granule	HK	Promoter	TSPAN7	0.33055916775032507
human	Granule	HK	Promoter	RBM10	0.40244716351501697
human	Granule	HK	Promoter	MED12	0.3074144486692015
human	Granule	HK	Promoter	INTS6L	0.7336557059961314
human	Granule	SE	Gene_body	GLIS1	0.2241516966067864
human	Granule	SE	Gene_body	GLIS1	0.02075848303393213
human	Granule	SE	Gene_body	GLIS1	0.22594810379241517
human	Granule	SE	Gene_body	DAB1	0.4301397205588822
human	Granule	SE	Gene_body	DAB1	0.011177644710578841
human	Granule	SE	Gene_body	DAB1	0.011688311688311689
human	Granule	SE	Gene_body	DAB1	0.0033932135728542917
human	Granule	SE	Gene_body	DAB1	0.30936254980079675
human	Granule	SE	Gene_body	DAB1	0.17405189620758477
human	Granule	SE	Gene_body	DAB1	0.11576923076923074
human	Granule	SE	Gene_body	DAB1	0.31270417422867514
human	Granule	SE	Gene_body	DAB1	0.3335251798561151
human	Granule	SE	Gene_body	DAB1	0.06898395721925131
human	Granule	SE	Gene_body	DAB1	0.009143968871595333
human	Granule	SE	Gene_body	DAB1	0.00439121756487026
human	Granule	SE	Gene_body	DAB1	0.0032815198618307427
human	Granule	SE	Gene_body	DAB1	0.18546845124282982
human	Granule	SE	Gene_body	FGGY	0.29865871833084967
human	Granule	SE	Gene_body	FGGY	0.7851533742331287
human	Granule	SE	Gene_body	FGGY	0.06335766423357665
human	Granule	SE	Gene_body	FGGY	0.07740189445196212
human	Granule	SE	Gene_body	FGGY	0.032129277566539924
human	Granule	SE	Gene_body	FGGY	0.11896207584830339
human	Granule	SE	Gene_body	FGGY	0.03433155080213904
human	Granule	SE	Gene_body	FGGY	0.08743400211193242
human	Granule	SE	Gene_body	FGGY	0.004466019417475729
human	Granule	SE	Gene_body	FGGY	5.988023952095809e-4
human	Granule	SE	Gene_body	FGGY	0.214313725490196
human	Granule	SE	Gene_body	FGGY	0.050499001996007986
human	Granule	SE	Gene_body	DDAH1	0.5211576846307385
human	Granule	SE	Gene_body	DDAH1	0.2960591133004925
human	Granule	SE	Gene_body	DDAH1	0.5132462686567163
human	Granule	SE	Gene_body	DDAH1	0.2738549618320611
human	Granule	SE	Gene_body	DDAH1	0.17864271457085823
human	Granule	SE	Gene_body	DDAH1	0.1662674650698603
human	Granule	SE	Gene_body	DDAH1	0.08656429942418427
human	Granule	SE	Gene_body	DDAH1	0.183729662077597
human	Granule	SE	Gene_body	DDAH1	0.3102189781021897
human	Granule	SE	Gene_body	ARHGAP29	0.040968342644320296
human	Granule	SE	Gene_body	ARHGAP29	0.06826347305389222
human	Granule	SE	Gene_body	ARHGAP29	0.019734345351043642
human	Granule	SE	Gene_body	ARHGAP29	3.9920159680638726e-4
human	Granule	SE	Gene_body	ARHGAP29	0.08710743801652893
human	Granule	SE	Gene_body	GPSM2	0.16842105263157903
human	Granule	SE	Gene_body	THEM4	0.025871559633027518
human	Granule	SE	Gene_body	COLGALT2	0.1647410358565737
human	Granule	SE	Gene_body	COLGALT2	0.10936254980079682
human	Granule	SE	Gene_body	COLGALT2	0.033133732534930134
human	Granule	SE	Gene_body	COLGALT2	0.16288343558282203
human	Granule	SE	Gene_body	COLGALT2	0.3363106796116504
human	Granule	SE	Gene_body	COLGALT2	0.002443609022556391
human	Granule	SE	Gene_body	SFMBT2	0.005825242718446602
human	Granule	SE	Gene_body	SFMBT2	0.15892617449664426
human	Granule	SE	Gene_body	SFMBT2	0.004590818363273453
human	Granule	SE	Gene_body	SFMBT2	9.940357852882703e-4
human	Granule	SE	Gene_body	SFMBT2	0.01119842829076621
human	Granule	SE	Gene_body	SFMBT2	0.00219560878243513
human	Granule	SE	Gene_body	SFMBT2	0.03864864864864866
human	Granule	SE	Gene_body	SFMBT2	0.0126232741617357
human	Granule	SE	Gene_body	SFMBT2	0.0011976047904191619
human	Granule	SE	Gene_body	SFMBT2	0.005753968253968254
human	Granule	SE	Gene_body	SFMBT2	0.0041916167664670665
human	Granule	SE	Gene_body	SFMBT2	0.055289421157684635
human	Granule	SE	Gene_body	SFMBT2	0.10419161676646707
human	Granule	SE	Gene_body	SFMBT2	0.44110671936758883
human	Granule	SE	Gene_body	SLC16A9	0.02563600782778864
human	Granule	SE	Gene_body	SLC16A9	0.024900398406374497
human	Granule	SE	Gene_body	SLC16A9	0.2944654088050314
human	Granule	SE	Gene_body	COL13A1	0.525725338491296
human	Granule	SE	Gene_body	COL13A1	0.018762475049900196
human	Granule	SE	Gene_body	COL13A1	0.025524475524475527
human	Granule	SE	Gene_body	COL13A1	0.12149046793760832
human	Granule	SE	Gene_body	COL13A1	0.025557206537890047
human	Granule	SE	Gene_body	COL13A1	0.008383233532934133
human	Granule	SE	Gene_body	COL13A1	0.007238095238095238
human	Granule	SE	Gene_body	COL13A1	0.0011976047904191619
human	Granule	SE	Gene_body	COL13A1	0.04429012345679012
human	Granule	SE	Gene_body	COL13A1	0.03786407766990291
human	Granule	SE	Gene_body	COL13A1	0.009363295880149815
human	Granule	SE	Gene_body	COL13A1	0.07696827262044652
human	Granule	SE	Gene_body	COL13A1	0.04203454894433781
human	Granule	SE	Gene_body	RNLS	0.22854291417165673
human	Granule	SE	Gene_body	RNLS	0.05388180764774044
human	Granule	SE	Gene_body	RNLS	0.2764705882352942
human	Granule	SE	Gene_body	RNLS	0.6131034482758622
human	Granule	SE	Gene_body	RNLS	0.13952095808383236
human	Granule	SE	Gene_body	RNLS	0.037325349301397207
human	Granule	SE	Gene_body	RNLS	0.3163809523809523
human	Granule	SE	Gene_body	RNLS	0.27912524850894616
human	Granule	SE	Gene_body	RNLS	0.03228346456692913
human	Granule	SE	Gene_body	RNLS	0.08149532710280376
human	Granule	SE	Gene_body	RNLS	0.10153256704980844
human	Granule	SE	Gene_body	IFIT2	0.04084682440846825
human	Granule	SE	Gene_body	IFIT2	0.028741865509761384
human	Granule	SE	Gene_body	CRTAC1	0.028615384615384615
human	Granule	SE	Gene_body	CRTAC1	0.023346303501945526
human	Granule	SE	Gene_body	CRTAC1	0.134368932038835
human	Granule	SE	Gene_body	CRTAC1	0.5825367647058823
human	Granule	SE	Gene_body	CRTAC1	0.34590818363273457
human	Granule	SE	Gene_body	CRTAC1	0.20968888888888892
human	Granule	SE	Gene_body	CRTAC1	0.4878181818181818
human	Granule	SE	Gene_body	CRTAC1	0.24442344045368622
human	Granule	SE	Gene_body	CRTAC1	0.5856711915535444
human	Granule	SE	Gene_body	DKK3	0.10018348623853213
human	Granule	SE	Gene_body	DKK3	0.05945072697899839
human	Granule	SE	Gene_body	DKK3	0.0271484375
human	Granule	SE	Gene_body	DKK3	0.03658119658119658
human	Granule	SE	Gene_body	DKK3	0.05813953488372094
human	Granule	SE	Gene_body	DKK3	0.002006688963210702
human	Granule	SE	Gene_body	DKK3	0.01294820717131474
human	Granule	SE	Gene_body	IQSEC3	0.01651376146788991
human	Granule	SE	Gene_body	IQSEC3	0.07984031936127743
human	Granule	SE	Gene_body	IQSEC3	0.027544910179640725
human	Granule	SE	Gene_body	IQSEC3	0.09301397205588827
human	Granule	SE	Gene_body	IQSEC3	0.06384105960264899
human	Granule	SE	Gene_body	IQSEC3	0.3079840319361278
human	Granule	SE	Gene_body	IQSEC3	0.0031936127744510985
